match_id,game_mode,game_start_timestamp,game_start_date,game_end_date,game_duration,champion,position,kills,deaths,assists,KDA,gold_earned,cs,cs_per_minute,damage_dealt,damage_taken,damage_objectives,damage_towers,damage_dragons_estimated,damage_per_minute,win
SG2_113489079,Ranked Flex,1763739886480,2025-11-21 15:44:46,2025-11-21 16:25:59,2473,Pantheon,TOP,11,6,11,3.67,16428,231,5.6,37540,46151,13553,740,12813,910.8,False
SG2_113470789,Ranked Flex,1763736936084,2025-11-21 14:55:36,2025-11-21 15:35:31,2395,Gangplank,TOP,5,10,9,1.4,15254,248,6.21,32851,43120,13248,1849,11399,822.99,False
SG2_113460044,Ranked Flex,1763734287808,2025-11-21 14:11:27,2025-11-21 14:48:25,2218,KSante,TOP,3,9,13,1.78,11916,201,5.44,27549,44544,3766,1640,2126,745.24,False
SG2_113447499,Ranked Flex,1763732359156,2025-11-21 13:39:19,2025-11-21 14:05:38,1579,Hwei,MIDDLE,2,9,6,0.89,8000,122,4.64,12020,22858,5836,0,5836,456.74,False
SG2_113233370,Ranked Flex,1763647265717,2025-11-20 14:01:05,2025-11-20 14:41:01,2396,Zaahen,TOP,7,7,9,2.29,15450,208,5.21,41394,65758,19262,2493,16769,1036.58,True
SG2_113218738,Ranked Flex,1763644561079,2025-11-20 13:16:01,2025-11-20 13:53:26,2245,Kayn,JUNGLE,4,9,14,2.0,13060,184,4.92,15024,47013,28156,780,27376,401.53,True
SG2_112717174,Ranked Flex,1763395636910,2025-11-17 16:07:16,2025-11-17 16:39:25,1929,AurelionSol,MIDDLE,8,0,12,20,14128,216,6.72,39259,12530,25181,3630,21551,1221.12,True
SG2_112707268,Ranked Flex,1763393357594,2025-11-17 15:29:17,2025-11-17 15:58:12,1735,Olaf,TOP,4,9,4,0.89,11483,193,6.67,33799,37967,5248,3266,1982,1168.84,False
SG2_112696015,Ranked Flex,1763390795879,2025-11-17 14:46:35,2025-11-17 15:22:03,2128,Aatrox,JUNGLE,4,7,16,2.86,12447,191,5.39,22404,41817,46070,1582,44488,631.69,True
SG2_112672504,Ranked Solo/Duo,1763385960188,2025-11-17 13:26:00,2025-11-17 13:55:22,1762,Rell,UTILITY,1,9,11,1.33,6939,27,0.92,9217,28526,5338,249,5089,313.86,False
SG2_112663062,Ranked Solo/Duo,1763383286747,2025-11-17 12:41:26,2025-11-17 13:14:25,1979,Rakan,UTILITY,1,5,22,4.6,10628,44,1.33,8048,22865,7146,2920,4226,244.0,True
SG2_112653912,Ranked Solo/Duo,1763381088849,2025-11-17 12:04:48,2025-11-17 12:35:21,1833,Ornn,TOP,6,2,7,6.5,13290,229,7.5,21227,29590,18274,5109,13165,694.83,True
SG2_112646855,Ranked Solo/Duo,1763379240884,2025-11-17 11:34:00,2025-11-17 11:56:38,1358,Sion,TOP,10,0,7,17,12879,182,8.04,19992,14106,14759,10748,4011,883.3,True
SG2_112316036,Ranked Flex,1763225599721,2025-11-15 16:53:19,2025-11-15 17:29:51,2192,Zac,UTILITY,4,7,25,4.14,12329,44,1.2,20754,55064,11794,602,11192,568.08,True
SG2_112301000,Ranked Flex,1763222930367,2025-11-15 16:08:50,2025-11-15 16:47:10,2300,Skarner,JUNGLE,4,5,16,4.0,12988,192,5.01,20071,56185,39938,1623,38315,523.59,True
SG2_112289600,Ranked Flex,1763220298751,2025-11-15 15:24:58,2025-11-15 16:01:08,2170,FiddleSticks,JUNGLE,10,9,17,3.0,15668,176,4.87,38170,47670,29933,8634,21299,1055.39,True
