match_id,game_mode,game_start_timestamp,game_start_date,game_end_date,game_duration,champion,position,kills,deaths,assists,KDA,gold_earned,cs,cs_per_minute,damage_dealt,damage_taken,damage_objectives,damage_towers,damage_dragons_estimated,damage_per_minute,win
SG2_120860134,Ranked Flex,1766142415577,2025-12-19 11:06:55,2025-12-19 11:36:11,1756,Ambessa,TOP,19,2,7,13.0,15303,172,5.88,37197,30792,17995,5789,12206,1270.97,True
SG2_120844513,Ranked Solo/Duo,1766138223393,2025-12-19 09:57:03,2025-12-19 10:30:37,2014,Ambessa,TOP,1,6,5,1.0,10283,203,6.05,12899,33885,4367,1803,2564,384.28,False
SG2_120836178,Ranked Solo/Duo,1766135750305,2025-12-19 09:15:50,2025-12-19 09:52:23,2193,Sion,TOP,7,8,16,2.88,15418,183,5.01,24968,47534,8317,4467,3850,683.12,True
SG2_120825891,Ranked Solo/Duo,1766133247917,2025-12-19 08:34:07,2025-12-19 09:07:17,1990,Aatrox,TOP,3,3,12,5.0,12182,184,5.55,29519,41527,8198,3571,4627,890.02,True
SG2_120690275,Ranked Solo/Duo,1766075366196,2025-12-18 16:29:26,2025-12-18 17:00:20,1854,Aatrox,TOP,6,7,3,1.29,10106,142,4.6,22926,29631,10049,1407,8642,741.94,True
SG2_120680771,Ranked Solo/Duo,1766073818418,2025-12-18 16:03:38,2025-12-18 16:24:53,1275,Aatrox,TOP,1,4,4,1.25,7018,153,7.2,9783,18255,2897,244,2653,460.38,False
SG2_120671185,Ranked Solo/Duo,1766072042420,2025-12-18 15:34:02,2025-12-18 15:58:41,1479,Ambessa,TOP,1,3,4,1.67,8989,149,6.04,12699,20210,4829,4482,347,515.17,True
SG2_120656613,Ranked Solo/Duo,1766069692393,2025-12-18 14:54:52,2025-12-18 15:22:26,1654,Rell,UTILITY,4,4,11,3.75,8101,36,1.31,12547,22205,1259,562,697,455.15,False
SG2_120645267,Ranked Solo/Duo,1766067573136,2025-12-18 14:19:33,2025-12-18 14:49:16,1783,Ambessa,TOP,5,4,3,2.0,10589,178,5.99,20475,26413,4447,1575,2872,689.01,False
SG2_120635461,Ranked Solo/Duo,1766066337605,2025-12-18 13:58:57,2025-12-18 14:09:41,644,Ambessa,TOP,0,2,0,0.0,2540,45,4.19,3444,5982,0,0,0,320.87,False
SG2_120627008,Ranked Solo/Duo,1766064491620,2025-12-18 13:28:11,2025-12-18 13:51:15,1384,Blitzcrank,UTILITY,1,8,6,0.88,5165,27,1.17,4131,23917,757,0,757,179.09,False
SG2_120493701,Ranked Solo/Duo,1766027910193,2025-12-18 03:18:30,2025-12-18 03:49:19,1849,Ambessa,TOP,6,3,9,5.0,12975,216,7.01,28468,31115,22080,4652,17428,923.79,True
SG2_120488651,Ranked Solo/Duo,1766026208905,2025-12-18 02:50:08,2025-12-18 02:52:46,158,Ambessa,TOP,0,0,0,0,764,8,3.04,851,846,0,0,0,323.16,False
SG2_120485305,Ranked Solo/Duo,1766023695322,2025-12-18 02:08:15,2025-12-18 02:38:20,1805,Ambessa,TOP,5,4,7,3.0,10902,170,5.65,22870,28930,13934,2760,11174,760.22,True
SG2_120478781,Ranked Solo/Duo,1766021837465,2025-12-18 01:37:17,2025-12-18 02:03:40,1583,Rell,UTILITY,2,3,6,2.67,7084,27,1.02,9875,19439,275,275,0,374.29,False
SG2_120474767,Ranked Solo/Duo,1766019352859,2025-12-18 00:55:52,2025-12-18 01:31:27,2135,Blitzcrank,UTILITY,2,7,15,2.43,9825,31,0.87,9874,33530,5759,1023,4736,277.49,False
SG2_120382458,Ranked Solo/Duo,1765983217527,2025-12-17 14:53:37,2025-12-17 15:28:56,2119,Ambessa,TOP,3,5,12,3.0,12055,187,5.29,16545,30988,9968,5039,4929,468.48,True
SG2_120235572,Ranked Solo/Duo,1765947159817,2025-12-17 04:52:39,2025-12-17 05:33:02,2423,Rakan,UTILITY,1,4,14,3.75,9816,35,0.87,10636,29621,3616,1923,1693,263.38,False
SG2_119747538,Ranked Solo/Duo,1765790062554,2025-12-15 09:14:22,2025-12-15 09:29:45,923,Rakan,UTILITY,0,4,1,0.25,3388,23,1.5,2512,8865,0,0,0,163.29,False
SG2_119736866,Ranked Solo/Duo,1765787368911,2025-12-15 08:29:28,2025-12-15 09:07:26,2278,Milio,UTILITY,0,7,29,4.14,10664,17,0.45,9654,31714,7773,2694,5079,254.28,True
SG2_119729454,Ranked Solo/Duo,1765785481910,2025-12-15 07:58:01,2025-12-15 08:21:13,1392,Ambessa,TOP,0,1,3,3.0,8225,165,7.11,7821,10834,11805,4773,7032,337.11,True
SG2_119345827,Ranked Solo/Duo,1765659195213,2025-12-13 20:53:15,2025-12-13 21:16:18,1383,Ambessa,TOP,8,1,6,14.0,11148,152,6.59,15602,14630,13081,7943,5138,676.88,True
SG2_119342689,Ranked Solo/Duo,1765657052113,2025-12-13 20:17:32,2025-12-13 20:46:53,1761,Milio,UTILITY,1,1,18,19.0,8651,18,0.61,5829,15282,6068,2236,3832,198.6,True
SG2_119337715,Ranked Solo/Duo,1765654815564,2025-12-13 19:40:15,2025-12-13 20:12:51,1956,Rell,UTILITY,1,4,31,8.0,10649,29,0.89,13146,26785,7967,2662,5305,403.25,True
